,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
A_2235,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,7288,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Artery,Norm,OneFam,One_and_Half_Fin,Average,Good,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Good,BrkTil,Typical,Poor,No,Unf,7,Unf,0,936,936,GasA,Excellent,Y,SBrkr,936,665,0,1601,0,0,2,0,3,1,Typical,6,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,0,0,176,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,129850
A_2236,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6060,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Average,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,732,732,GasA,Good,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,1,264,Typical,Typical,Partial_Pavement,0,0,140,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,100000
A_2237,Two_Story_1945_and_Older,Residential_Medium_Density,50,9060,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,Two_Story,Average,Above_Average,1923,1999,Gable,CompShg,Wd Sdng,Plywood,None,0,Typical,Typical,BrkTil,Good,Typical,No,ALQ,1,Unf,0,311,859,GasA,Excellent,Y,SBrkr,942,886,0,1828,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Detchd,No_Garage,0,0,No_Garage,No_Garage,Paved,174,0,212,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2007,WD ,Alloca,150909
A_2238,One_Story_1945_and_Older,Residential_Medium_Density,46,3672,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Artery,Norm,OneFam,One_Story,Average,Good,1922,1950,Gable,CompShg,Stucco,Stucco,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,816,816,GasA,Excellent,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,100,Fair,Fair,Dirt_Gravel,0,0,96,0,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,75200
A_2239,One_Story_1945_and_Older,Residential_Medium_Density,59,8263,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Mod,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Above_Average,Average,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,1012,1012,GasA,Typical,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,Typical,6,Typ,1,Good,Detchd,Unf,1,308,Typical,Typical,Paved,0,22,112,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2007,WD ,Normal,118400
A_2240,One_Story_1945_and_Older,Residential_Medium_Density,60,8967,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Average,Poor,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Fair,BrkTil,Fair,Poor,No,Unf,7,Unf,0,961,961,GasA,Good,Y,Mix,1077,0,0,1077,0,0,1,0,2,1,Typical,6,Maj2,0,No_Fireplace,Detchd,Unf,1,338,Poor,Poor,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Abnorml,67000
A_2241,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,75,13710,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Average,Average,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,490,910,GasA,Typical,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,1,282,Typical,Typical,Paved,289,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,152000
A_2242,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,64,11067,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Poor,Below_Average,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,BrkTil,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,640,0,205,845,0,0,1,0,1,1,Typical,4,Maj2,0,No_Fireplace,Detchd,Unf,1,256,Typical,Fair,Dirt_Gravel,48,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,68104
A_2243,Two_Family_conversion_All_Styles_and_Ages,C_all,75,8250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Feedr,Norm,TwoFmCon,Two_Story,Average,Above_Average,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,CBlock,Typical,Typical,No,Unf,7,Unf,0,957,957,GasA,Fair,N,SBrkr,1034,957,0,1991,0,0,2,0,4,2,Typical,9,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,0,133,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,119600
A_2244,One_Story_1946_and_Newer_All_Styles,C_all,65,6565,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,106,1073,GasA,Good,Y,FuseA,1073,0,0,1073,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,2,720,Typical,Typical,Paved,0,444,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Abnorml,140000
A_2245,One_Story_1945_and_Older,C_all,60,6060,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Average,Excellent,1930,2007,Hip,CompShg,MetalSd,MetalSd,None,0,Good,Typical,BrkTil,Typical,Typical,No,ALQ,1,Unf,0,100,837,GasA,Excellent,Y,SBrkr,1001,0,0,1001,0,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,1,216,Typical,Poor,Dirt_Gravel,154,0,42,86,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,124900
A_2246,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,59,5568,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,473,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,0,1573,GasA,Good,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,Good,5,Typ,1,Good,Attchd,Fin,2,495,Typical,Typical,Paved,123,0,0,0,153,0,No_Pool,No_Fence,None,0,10,2007,New,Partial,375000
A_2247,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,44,4750,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,0,1573,GasA,Excellent,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,Good,5,Typ,1,Good,Attchd,Fin,2,538,Typical,Typical,Paved,123,0,0,0,153,0,No_Pool,No_Fence,None,0,12,2007,WD ,Family,235000
A_2248,Split_Foyer,Residential_Low_Density,0,12150,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Above_Average,Above_Average,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,0,1001,GasA,Typical,Y,SBrkr,1299,0,0,1299,1,0,2,0,2,1,Good,5,Typ,1,Poor,BuiltIn,RFn,2,486,Typical,Typical,Paved,84,0,222,0,0,0,No_Pool,Minimum_Privacy,None,0,1,2007,WD ,Normal,183500
A_2249,Split_Foyer,Residential_Low_Density,0,7540,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Above_Average,Above_Average,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,115,888,GasA,Excellent,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Typical,5,Typ,1,Typical,Attchd,RFn,2,470,Typical,Typical,Paved,0,0,0,0,192,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,156000
A_2250,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9187,Pave,No_Alley_Access,Regular,Bnk,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Above_Average,Average,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,PConc,Typical,Typical,No,ALQ,1,Unf,0,748,1084,GasA,Typical,Y,SBrkr,1080,0,0,1080,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,2,484,Typical,Typical,Paved,120,0,158,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,134000
A_2251,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,166,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,856,1441,GasA,Excellent,Y,SBrkr,1392,0,0,1392,0,0,2,0,3,1,Good,6,Typ,1,Good,Attchd,Fin,3,650,Typical,Typical,Paved,168,49,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,215000
A_2252,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,44,12864,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,17,1409,GasA,Excellent,Y,SBrkr,1409,0,0,1409,1,0,1,1,1,1,Good,4,Typ,1,Good,Attchd,RFn,2,576,Typical,Typical,Paved,0,144,0,0,145,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,245000
A_2253,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9928,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Good,Average,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,215,1454,GasA,Typical,Y,SBrkr,1478,0,0,1478,1,0,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,Unf,2,506,Typical,Typical,Paved,114,22,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,210000
A_2254,Split_or_Multilevel,Residential_Low_Density,0,8750,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SLvl,Good,Above_Average,1975,1975,Gable,CompShg,Plywood,Plywood,Stone,50,Typical,Typical,CBlock,Typical,Typical,Av,Rec,6,GLQ,530,98,852,GasA,Typical,Y,SBrkr,918,0,0,918,0,1,1,0,3,0,Typical,4,Typ,0,No_Fireplace,Attchd,Unf,1,360,Typical,Typical,Paved,192,84,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,148000
A_2255,Split_Foyer,Residential_Low_Density,82,8410,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Above_Average,Above_Average,1974,1974,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Good,Typical,Av,ALQ,1,Unf,0,46,970,GasA,Typical,Y,SBrkr,1026,0,0,1026,1,0,1,0,2,1,Typical,5,Typ,1,Poor,Attchd,Unf,2,528,Typical,Typical,Paved,193,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,143000
A_2256,One_Story_PUD_1946_and_Newer,Residential_Low_Density,46,4054,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,TwnhsE,One_Story,Good,Above_Average,1987,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,352,Good,Typical,BrkTil,Good,Typical,Av,GLQ,3,Unf,0,552,1501,GasA,Excellent,Y,SBrkr,1501,0,0,1501,1,0,2,0,2,1,Good,5,Typ,2,Typical,Attchd,Fin,2,512,Typical,Typical,Paved,240,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,244000
A_2257,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,9763,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Green_Hills,Norm,Norm,TwnhsE,One_Story,Good,Average,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239,Good,Typical,PConc,Good,Typical,No,GLQ,3,ALQ,72,328,1502,GasA,Excellent,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Good,5,Typ,1,Typical,Attchd,Fin,1,286,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,330000
A_2258,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,115,16905,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,Above_Average,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,CBlock,Typical,Typical,Gd,BLQ,2,Unf,0,383,1350,GasA,Good,Y,SBrkr,1328,0,0,1328,0,1,1,1,2,1,Typical,5,Typ,2,Good,Attchd,RFn,1,308,Typical,Typical,Partial_Pavement,0,104,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,170000
A_2259,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,149,19958,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Above_Average,Very_Good,1958,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,1224,Typical,Good,CBlock,Typical,Typical,No,Unf,7,Unf,0,585,585,GasA,Good,Y,SBrkr,2279,0,0,2279,0,0,2,1,4,1,Good,7,Typ,1,Good,Attchd,RFn,2,461,Typical,Typical,Paved,274,0,0,0,138,0,No_Pool,Good_Privacy,None,0,7,2007,WD ,Normal,257000
A_2260,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,67,8368,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1689,1689,GasA,Excellent,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,Fin,2,433,Typical,Typical,Paved,100,39,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,New,Partial,231713
A_2261,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,8298,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,963,1546,GasA,Excellent,Y,SBrkr,1564,0,0,1564,0,0,2,0,2,1,Excellent,6,Typ,1,Good,Attchd,RFn,2,502,Typical,Typical,Paved,132,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,267300
A_2262,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,9037,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,1048,1476,GasA,Excellent,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Excellent,6,Typ,1,Good,Attchd,RFn,2,472,Typical,Typical,Paved,120,33,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,265900
A_2263,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,89,10991,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,Good,Typical,PConc,Good,Typical,Gd,Unf,7,Unf,0,1571,1571,GasA,Excellent,Y,SBrkr,1571,0,0,1571,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,Fin,3,722,Typical,Typical,Paved,100,36,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,New,Partial,239000
A_2264,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,67,10656,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1638,1638,GasA,Excellent,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,Good,6,Typ,1,Good,Attchd,RFn,3,870,Typical,Typical,Paved,192,80,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,New,Partial,248900
A_2265,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,42,10331,Pave,No_Alley_Access,Regular,Lvl,AllPub,CulDSac,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Good,Good,1985,1985,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,BLQ,80,970,1265,GasA,Good,Y,SBrkr,1240,0,0,1240,0,1,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,Unf,2,528,Typical,Typical,Paved,232,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,174000
A_2266,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,44,13758,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Timberland,Norm,Norm,OneFam,One_and_Half_Fin,Good,Average,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117,Good,Good,CBlock,Good,Typical,Mn,LwQ,4,Unf,0,254,1156,GasA,Excellent,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,RFn,2,400,Typical,Typical,Paved,168,36,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,187500
A_2267,Two_Story_1946_and_Newer,Residential_Low_Density,0,9303,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42,Good,Typical,PConc,Excellent,Typical,No,ALQ,1,Unf,0,130,872,GasA,Excellent,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,Typical,7,Typ,0,No_Fireplace,Attchd,Fin,2,422,Typical,Typical,Paved,144,122,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,204000
A_2268,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,6718,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86,Good,Typical,PConc,Excellent,Typical,Mn,GLQ,3,Unf,0,1017,1267,GasA,Excellent,Y,SBrkr,1312,0,0,1312,0,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,Unf,2,471,Typical,Typical,Paved,256,28,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,180500
A_2269,Split_or_Multilevel,Residential_Low_Density,73,9590,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,SLvl,Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,82,868,GasA,Excellent,Y,SBrkr,1146,0,0,1146,1,0,2,0,3,1,Good,6,Typ,1,Good,Attchd,Fin,2,438,Typical,Typical,Paved,160,22,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,187500
A_2270,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,11305,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,593,1922,GasA,Excellent,Y,SBrkr,1922,0,0,1922,1,0,2,0,2,1,Good,6,Typ,1,Excellent,Attchd,Fin,3,692,Typical,Typical,Paved,201,64,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,282000
A_2271,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7777,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Above_Average,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203,Good,Typical,PConc,Excellent,Typical,No,Unf,7,Unf,0,1491,1491,GasA,Excellent,Y,SBrkr,1491,0,0,1491,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,Fin,2,571,Typical,Typical,Paved,0,35,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,178000
A_2272,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,14536,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,316,1616,GasA,Excellent,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Good,9,Typ,1,Good,Attchd,Fin,3,808,Typical,Typical,Paved,0,252,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,270000
A_2273,Two_Story_1946_and_Newer,Residential_Low_Density,0,11800,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Good,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,356,1122,GasA,Excellent,Y,SBrkr,1146,1340,0,2486,1,0,3,1,5,1,Good,10,Typ,1,Good,BuiltIn,Fin,2,452,Typical,Typical,Paved,143,32,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,279900
A_2274,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,35133,Grvl,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Timberland,Norm,Norm,OneFam,One_Story,Average,Below_Average,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226,Typical,Typical,CBlock,Typical,Typical,Gd,Rec,6,Unf,0,413,1572,GasA,Good,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,Typical,5,Typ,2,Typical,More_Than_Two_Types,RFn,3,995,Typical,Typical,Paved,0,263,0,0,263,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,186700
A_2275,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,15306,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,1652,1732,GasA,Excellent,Y,SBrkr,1776,0,0,1776,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,Fin,3,712,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,New,Partial,283463
A_2276,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,12633,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,PosA,PosA,OneFam,One_Story,Very_Excellent,Average,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242,Excellent,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0,1824,1824,GasA,Excellent,Y,SBrkr,1824,0,0,1824,0,0,2,0,3,1,Excellent,8,Typ,1,Good,Attchd,Fin,3,932,Typical,Typical,Paved,160,36,0,0,108,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,392000
